OID_;COD_SITO;COD_PRELIEVO;SITO;FOGLIO;PARTICELLA;COMUNE;MATRICE;ANALITA;VALORE;STATO_SUPERAMENTI;RISCHIO;NRIC;UNITA_M_MANGIMI;UNITA_M_VEGETALI
3966;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;HCH - ALFA;0,010000000000000;0,000000000000000;4;2015104481; ;mg/kg
3967;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;ENDOSULFAN (ISOMERO BETA);0,010000000000000;0,000000000000000;4;2015104481; ;mg/kg
3968;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB-52;0,050000000000000;0,000000000000000;4;2015104481; ;ng/g
3969;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB NDL UB (UPPER BOUND);0,260000000000000;0,000000000000000;4;2015104481; ;ng/g
3970;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB-101;0,060000000000000;0,000000000000000;4;2015104481; ;ng/g
3971;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB-138;0,050000000000000;0,000000000000000;4;2015104481; ;ng/g
3972;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB-153;0,060000000000000;0,000000000000000;4;2015104481; ;ng/g
3973;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;4,4 DDT;0,001000000000000;0,000000000000000;3;201495224;mg/kg; 
3974;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;CROMO;0,007830000000000;0,000000000000000;3;201495224;mg/kg; 
3975;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;3;201495224;mg/kg; 
3976;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;3;201495224;mg/kg; 
3977;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;EPTACLORO;0,001000000000000;0,000000000000000;3;201495224;mg/kg; 
3978;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;ENDRIN;0,002000000000000;0,000000000000000;3;201495224;mg/kg; 
3979;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;ENDOSULFAN SOLFATO;0,001000000000000;0,000000000000000;3;201495224;mg/kg; 
3980;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;4,4 DDD;0,001000000000000;0,000000000000000;3;201495224;mg/kg; 
3981;ID48F12P93D;ID48F12P93D;48;12,000000000000000;93D;GIUGLIANO IN CAMPANIA;MELANZANE;DELTA-HCH;0,002000000000000;0,000000000000000;3;201495224;mg/kg; 
3982;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,7,8,9-H6CDF;0,002000000000000;0,000000000000000;4;2015104481; ;pg/g
3983;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;2,3,7,8-T4CDF;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3984;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;2,3,7,8-T4CDD;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3985;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;2,3,4,7,8-P5CDF;0,002000000000000;0,000000000000000;4;2015104481; ;pg/g
3986;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;2,3,4,6,7,8-H6CDF;0,002000000000000;0,000000000000000;4;2015104481; ;pg/g
3987;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,7,8-P5CDF;0,003000000000000;0,000000000000000;4;2015104481; ;pg/g
3988;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;HPCB-189;0,080000000000000;0,000000000000000;4;2015104481; ;pg/g
3989;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;HXCB-156;4,180000000000000;0,000000000000000;4;2015104481; ;pg/g
3990;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;O8CDF;0,002000000000000;0,000000000000000;4;2015104481; ;pg/g
3991;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;HXCB-169;0,020000000000000;0,000000000000000;4;2015104481; ;pg/g
3992;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;HXCB-167;1,920000000000000;0,000000000000000;4;2015104481; ;pg/g
3993;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;HXCB-157;0,100000000000000;0,000000000000000;4;2015104481; ;pg/g
3594;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3595;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;COBALTO;0,006050000000000;0,000000000000000;4;201469355;mg/kg; 
3596;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;HCH - ALFA;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3597;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;CROMO;0,002430000000000;0,000000000000000;4;201469355;mg/kg; 
3598;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3599;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3600;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;EPTACLORO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3601;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;ENDRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3602;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;ENDOSULFAN SOLFATO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3603;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;DIELDRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3604;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PIOMBO;0,060000000000000;0,000000000000000;4;201469355;mg/kg; 
3605;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;HCH - BETA;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3606;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB-101;0,010000000000000;0,000000000000000;4;201469355;ng/g; 
3607;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB-138;0,070000000000000;0,000000000000000;4;201469355;ng/g; 
3608;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB-52;0,010000000000000;0,000000000000000;4;201469355;ng/g; 
3609;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB-28;0,010000000000000;0,000000000000000;4;201469355;ng/g; 
3610;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB-180;0,120000000000000;0,000000000000000;4;201469355;ng/g; 
3611;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB-153;0,090000000000000;0,000000000000000;4;201469355;ng/g; 
3612;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;PCB NDL UB (UPPER BOUND);0,310000000000000;0,000000000000000;4;201469355;ng/g; 
3613;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,4,6,7,8-H7CDD;0,050000000000000;0,000000000000000;4;201469355;pg/g; 
3614;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;2,3,7,8-T4CDD;0,001000000000000;0,000000000000000;4;201469355;pg/g; 
3615;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,4,7,8,9-H7CDF;0,002000000000000;0,000000000000000;4;201469355;pg/g; 
3616;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,4,6,7,8-H7CDF;0,012000000000000;0,000000000000000;4;201469355;pg/g; 
3617;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,7,8-P5CDD;0,001000000000000;0,000000000000000;4;201469355;pg/g; 
3618;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;2,3,4,7,8-P5CDF;0,008000000000000;0,000000000000000;4;201469355;pg/g; 
3619;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,4,7,8-H6CDF;0,004000000000000;0,000000000000000;4;201469355;pg/g; 
3620;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,6,7,8-H6CDD;0,001000000000000;0,000000000000000;4;201469355;pg/g; 
3621;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,6,7,8-H6CDF;0,004000000000000;0,000000000000000;4;201469355;pg/g; 
3622;ID45F4P2B;ID45F4P2B;45;4,000000000000000;2B;ACERRA;PATATE;1,2,3,7,8,9-H6CDD;0,001000000000000;0,000000000000000;4;201469355;pg/g; 
3623;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB-180;0,020000000000000;0,000000000000000;4;2015104481; ;ng/g
3624;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB-28;0,020000000000000;0,000000000000000;4;2015104481; ;ng/g
3625;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;PCB NDL LB (LOWER BOUND);0,026000000000000;0,000000000000000;4;2015104481; ;ng/g
3626;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,6,7,8-H6CDD;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3627;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,4,7,8-H6CDF;0,003000000000000;0,000000000000000;4;2015104481; ;pg/g
3628;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,4,7,8-H6CDD;0,002000000000000;0,000000000000000;4;2015104481; ;pg/g
3629;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,4,7,8,9-H7CDF;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3630;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,4,6,7,8-H7CDF;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3631;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,4,6,7,8-H7CDD;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3632;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,7,8,9-H6CDD;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3633;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,7,8-P5CDD;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3634;ID45F4P33M;ID45F4P33M;45;4,000000000000000;33M;ACERRA;MAIS;1,2,3,6,7,8-H6CDF;0,001000000000000;0,000000000000000;4;2015104481; ;pg/g
3635;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;4,4 DDE;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3636;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;4,4 DDD;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3637;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;2,4 DDT;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3638;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;2,4 DDE;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3639;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;ARSENICO;0,008350000000000;0,000000000000000;4;201469355;mg/kg; 
3640;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3641;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;SELENIO;0,009470000000000;0,000000000000000;4;201469355;mg/kg; 
3642;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;RAME;1,060000000000000;0,000000000000000;4;201469355;mg/kg; 
3643;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;PIOMBO;0,060000000000000;0,000000000000000;4;201469355;mg/kg; 
3644;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;NICHEL;0,140000000000000;0,000000000000000;4;201469355;mg/kg; 
3645;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;MOLIBDENO;0,080500000000000;0,000000000000000;4;201469355;mg/kg; 
3646;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;MERCURIO;0,000300000000000;0,000000000000000;4;201469355;mg/kg; 
3647;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;DIELDRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3648;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;ISODRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3649;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;HCH - BETA;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3650;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;HCH - ALFA;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3651;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;ESACLOROBENZENE;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3652;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3653;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3654;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;EPTACLORO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3655;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;MANGANESE;1,240000000000000;0,000000000000000;4;201469355;mg/kg; 
3656;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;2,4 DDD;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3657;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;SOMMATORIA  HCH;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3658;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3659;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;VANADIO;0,001210000000000;0,000000000000000;4;201469355;mg/kg; 
3660;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;ZINCO;2,220000000000000;0,000000000000000;4;201469355;mg/kg; 
3661;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;URANIO;0,000425000000000;0,000000000000000;4;201469355;mg/kg; 
3662;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;TRANS - CLORDANO (ISOMERO GAMMA);0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3663;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;TALLIO;0,003130000000000;0,000000000000000;4;201469355;mg/kg; 
3664;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;STRONZIO;0,227000000000000;0,000000000000000;4;201469355;mg/kg; 
3665;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;STAGNO;0,005870000000000;0,000000000000000;4;201469355;mg/kg; 
3666;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3667;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;PCB NDL UB (UPPER BOUND);0,310000000000000;0,000000000000000;4;201469355;ng/g; 
3668;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;PCB-101;0,010000000000000;0,000000000000000;4;201469355;ng/g; 
3669;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;PCB-138;0,070000000000000;0,000000000000000;4;201469355;ng/g; 
3670;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;PCB-153;0,090000000000000;0,000000000000000;4;201469355;ng/g; 
3671;ID45F4P2F;ID45F4P2F;45;4,000000000000000;2F;ACERRA;PATATE;PCB-180;0,120000000000000;0,000000000000000;4;201469355;ng/g; 
3672;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;2,3,7,8-T4CDF;0,006000000000000;0,000000000000000;4;201469355;pg/g; 
3673;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;1,2,3,6,7,8-H6CDD;0,001000000000000;0,000000000000000;4;201469355;pg/g; 
3674;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;HPCB-189;2,020000000000000;0,000000000000000;4;201469355;pg/g; 
3675;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;O8CDD;0,474000000000000;0,000000000000000;4;201469355;pg/g; 
3676;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;HXCB-169;0,100000000000000;0,000000000000000;4;201469355;pg/g; 
3677;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;HXCB-167;3,330000000000000;0,000000000000000;4;201469355;pg/g; 
3678;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;HXCB-157;1,370000000000000;0,000000000000000;4;201469355;pg/g; 
3679;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;HXCB-156;5,510000000000000;0,000000000000000;4;201469355;pg/g; 
3680;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;O8CDF;0,018000000000000;0,000000000000000;4;201469355;pg/g; 
3681;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;DIBENZO (A,H) ANTRACENE;0,500000000000000;0,000000000000000;4;201469355;ug/kg; 
3682;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;BENZO (A) ANTRACENE;0,500000000000000;0,000000000000000;4;201469355;ug/kg; 
3683;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;BENZO (A) PIRENE;0,500000000000000;0,000000000000000;4;201469355;ug/kg; 
3684;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;BENZO (K) FLUORANTENE;0,500000000000000;0,000000000000000;4;201469355;ug/kg; 
3685;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;BENZO(B)FLUORANTENE;0,500000000000000;0,000000000000000;4;201469355;ug/kg; 
3686;ID45F4P2D;ID45F4P2D;45;4,000000000000000;2D;ACERRA;PATATE;CRISENE;0,500000000000000;0,000000000000000;4;201469355;ug/kg; 
3687;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ZINCO;2,220000000000000;0,000000000000000;4;201469355;mg/kg; 
3688;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;VANADIO;0,001210000000000;0,000000000000000;4;201469355;mg/kg; 
3689;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;DIELDRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3690;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;HCH - ALFA;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3691;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ESACLOROBENZENE;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3692;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3693;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3694;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;EPTACLORO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3695;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3696;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ENDOSULFAN SOLFATO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3697;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ISODRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3698;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;DELTA-HCH;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3699;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;CROMO;0,002430000000000;0,000000000000000;4;201469355;mg/kg; 
3700;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;COBALTO;0,006050000000000;0,000000000000000;4;201469355;mg/kg; 
3701;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;CADMIO;0,010000000000000;0,000000000000000;4;201469355;mg/kg; 
3702;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;BERILLIO;0,001420000000000;0,000000000000000;4;201469355;mg/kg; 
3703;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ARSENICO;0,008350000000000;0,000000000000000;4;201469355;mg/kg; 
3704;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ENDRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3705;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;SELENIO;0,009470000000000;0,000000000000000;4;201469355;mg/kg; 
3706;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;URANIO;0,000425000000000;0,000000000000000;4;201469355;mg/kg; 
3707;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;TRANS - CLORDANO (ISOMERO GAMMA);0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3708;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;TALLIO;0,003130000000000;0,000000000000000;4;201469355;mg/kg; 
3709;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;STRONZIO;0,227000000000000;0,000000000000000;4;201469355;mg/kg; 
3710;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;STAGNO;0,005870000000000;0,000000000000000;4;201469355;mg/kg; 
3711;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;SOMMATORIA  HCH;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3712;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;HCH - BETA;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3713;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3714;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;RAME;1,060000000000000;0,000000000000000;4;201469355;mg/kg; 
3715;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;PIOMBO;0,060000000000000;0,000000000000000;4;201469355;mg/kg; 
3716;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;NICHEL;0,140000000000000;0,000000000000000;4;201469355;mg/kg; 
3717;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;MOLIBDENO;0,080500000000000;0,000000000000000;4;201469355;mg/kg; 
3718;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;MERCURIO;0,000300000000000;0,000000000000000;4;201469355;mg/kg; 
3719;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;MANGANESE;1,240000000000000;0,000000000000000;4;201469355;mg/kg; 
3720;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3721;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;4,4 DDT;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3722;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;ALDRIN;0,002000000000000;0,000000000000000;4;201469355;mg/kg; 
3723;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;4,4 DDE;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3724;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;4,4 DDD;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
3725;ID45F4P2E;ID45F4P2E;45;4,000000000000000;2E;ACERRA;PATATE;2,4 DDT;0,001000000000000;0,000000000000000;4;201469355;mg/kg; 
